YEAR_COLLECTED,BOROUGH,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,ADDRESS,TOTAL_UNITS,GROSS_SQ_FT,SALE_PRICE
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,216 ADELPHI STREET,2,3600,3150000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,S2,223 DEKALB AVENUE,3,2442,1875000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,S2,104 DEKALB AVENUE,3,3510,62000000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B9,9 SAINT FELIX STREET,2,3280,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B9,9 ST. FELIX STREET,2,3280,2700000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,16 SOUTH OXFORD STREET,2,3480,2509954
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,51 SOUTH OXFORD STREET,2,4624,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,S2,184 DEKALB AVENUE,3,3435,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B3,289 ADELPHI STREET,2,2960,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,S2,240 DEKALB AVENUE,3,3360,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,282 VANDERBILT AVENUE,2,3388,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B9,119 ST FELIX STREET,2,2190,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B9,357 CARLTON AVE,2,2667,1575000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B3,362 CLERMONT AVENUE,2,4004,3600000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,370 CLERMONT AVENUE,2,4184,4100000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,372 CLERMONT AVENUE,2,3850,0
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,372 CLERMONT AVENUE,2,3850,4060000
2020,3,FORT GREENE,02 TWO FAMILY DWELLINGS,B1,374 CLERMONT AVENUE,2,3850,3700000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,406 ADELPHI STREET,3,2190,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,407 ADELPHI STREET,3,3520,1450000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,153 SOUTH OXFORD STREET,3,2700,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,365 CUMBERLAND STREET,3,2700,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,460 CARLTON AVENUE,3,2700,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,75 CARLTON AVENUE,3,2475,2175000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,94 ADELPHI ST,3,3080,868319
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,80 VANDERBILT AVENUE,3,2025,1660000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,176 WASHINGTON PARK,3,4694,3700000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,188 ADELPHI STREET,3,2176,2589000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,195 ADELPHI STREET,3,2880,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,180 CLERMONT AVENUE,3,3520,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,80 SOUTH ELLIOTT PLACE,3,3984,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,324 CARLTON AVENUE,3,3472,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,324 CARLTON AVENUE,3,3472,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,315 ADELPHI STREET,3,2970,4500000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,275 CLERMONT AVENUE,3,3948,0
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,94 LAFAYETTE AVENUE,3,3120,2350000
2020,3,FORT GREENE,03 THREE FAMILY DWELLINGS,C0,"154 LAFAYETTE AVENUE, 1",3,3960,1500000
2020,3,FORT GREENE,04 TAX CLASS 1 CONDOS,R3,"74 ADELPHI STREET, 1B",1,0,1530000
2020,3,FORT GREENE,04 TAX CLASS 1 CONDOS,R3,"74 ADELPHI STREET, 3",1,0,1225000
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C5,222 CARLTON AVENUE,7,4629,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,238A CARLTON AVE,4,3264,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,219 CLERMONT AVENUE,4,4950,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,213 ASHLAND PLACE,4,3040,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C5,16 ST FELIX STREET,4,2360,1500000
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C4,27 ST FELIX STREET,4,3000,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,14 FT GREENE PLACE,4,3088,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C5,40 SOUTH PORTLAND AVE,6,3840,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,46 SOUTH PORTLAND AVE,4,4800,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,12 SOUTH OXFORD ST,4,3848,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C5,36 SOUTH OXFORD STREET,10,4400,2975000
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C5,19 SOUTH OXFORD,10,4400,3350000
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C1,218 CUMBERLAND STREET,10,8800,2300000
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C2,217 CUMBERLAND STREET,6,3780,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C5,"281 ADELPHI STREET, 1",5,4136,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,320 CLERMONT AVENUE,4,3508,0
2020,3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,C3,303 CLERMONT AVENUE,4,2693,2125000
2020,3,FORT GREENE,08 RENTALS - ELEVATOR APARTMENTS,G7,N/A MYRTLE AVENUE,0,0,16600000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"168 WASHINGTON PARK, 3",,,1050000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"205 WASHINGTON PARK, 1",,,1320000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"21 SOUTH PORTLAND AVENUE, 3F",,,785000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"8 SOUTH OXFORD STREET, 1",,,1760000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"26 SOUTH OXFORD STREET, 2B",,,1325000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"28 SOUTH OXFORD STREET, 1A",,,860000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"60 SOUTH OXFORD STREET, 4B",,,0
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"60 SOUTH OXFORD STREET, 5A",,,570000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"25 SOUTH OXFORD ST, 3",,,895000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"149 LAFAYETTE AVE, 4B",,,675000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"147 LAFAYETTE AVENUE, B",,,1900000
2020,3,FORT GREENE,09 COOPS - WALKUP APARTMENTS,C6,"279 CUMBERLAND ST, 1",,,707000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 03E",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 04A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 04E",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 04J",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 05A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 05B",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 05C",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 05L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 06A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 06H",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 06J",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 06M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 07F",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 07G",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 09M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 10H",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 10J",,,630000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 10K",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 11L",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 12D",,,520000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 12K",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 12L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 14B",,,775000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 14C",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 14G",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 14M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 15B",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 15F",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 15K",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 15L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 16L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 2E",,,390000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"122 ASHLAND PLACE, 3H",,,570420
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 02L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 04C",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 04K",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 04L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 04M",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 04N",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 05A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 05C",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 05L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 06G",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 07F",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 08D",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 08M",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 09D",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 09H",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 11 K",,,0
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 11-D",,,577000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 12A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 12D",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 14B",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 14J",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 14L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 15D",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 15L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 16D",,,520000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 16M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 271",,,30000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 3J",,,585000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 3K",,,50000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 7A",,,755000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 8H",,,105031
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, 8L",,,850000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, PS 20",,,48000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"191 WILLOUGHBY STREET, PS 60",,,48000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY ST, 14B",,,863000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 02A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 03A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 03D",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 03H",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 04C",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 04K",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 05C",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 05J",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 05K",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 05M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 06E",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 06M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 07J",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 08A",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 08B",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 08L",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 09K",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 09M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 10N",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 11A",,,705000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 11H",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 12C",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 14A",,,3598514
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 14H",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 14M",,,23403402
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 165",,,45000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 2D",,,365000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 2K",,,627189
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"175 WILLOUGHBY STREET, 9B",,,824000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"105 ASHLAND PL, 6B",,,0
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"105 ASHLAND PLACE, 16D",,,0
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"105 ASHLAND PLACE, 8C",,,510000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"115 ASHLAND PLACE, 3A",,,699000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"125 ASHLAND PLACE, 3D",,,785000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"125 ASHLAND PLACE, 7A",,,670000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"130 SAINT EDWARDS STREET, 14B",,,752500
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"130 SAINT EDWARDS STREET, 15D",,,935000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"135 ASHLAND PLACE, 10A",,,0
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"135 ASHLAND PLACE, 12D",,,820000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"101 LAFAYETTE AVE, 11C",,,525000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"101 LAFAYETTE AVENUE, 12K",,,465000
2020,3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,D4,"101 LAFAYETTE AVENUE, 9M",,,499000
2020,3,FORT GREENE,11 SPECIAL CONDO BILLING LOTS,RR,"1 FLATBUSH AVE, RES",183,109350,101350000
2020,3,FORT GREENE,12 CONDOS - WALKUP APARTMENTS,R2,"420 ADELPHI STREET, D",1,0,0
2020,3,FORT GREENE,12 CONDOS - WALKUP APARTMENTS,R2,"424 ADELPHI STREET, D",1,0,780000
2020,3,FORT GREENE,12 CONDOS - WALKUP APARTMENTS,R2,"159 CARLTON AVENUE, 1C",1,0,1850000
2020,3,FORT GREENE,12 CONDOS - WALKUP APARTMENTS,R2,"264 CUMBERLAND STREET, 11",1,0,1600000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"181 CLERMONT AVE, 106",1,0,1475000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"181 CLERMONT AVENUE, 501",1,0,1200000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"181 CLERMONT AVENUE, 501",1,0,1200000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"181 CLERMONT AVENUE, 504",1,0,769500
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"69 SOUTH OXFORD STREET, 5D",1,0,907500
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"96 ROCKWELL PLACE, 3D",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"96 ROCKWELL PLACE, 8A",1,0,860000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"96 ROCKWELL PLACE, 8B",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PLACE, 9A",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PL, 9E",1,0,520000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PL, 9G",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PLACE, 9G",1,0,10
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PL, 9H",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PLACE, 9H",1,0,10
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PLACE, 11C",1,0,1100000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PLACE, 13D",1,0,999999
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PLACE, 16A",1,0,967500
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"1 HANSON PLACE, 18D",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"381 CARLTON AVENUE, 5WEST",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"381 CARLTON AVENUE, 5EAST",1,0,1041078
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"381 CARLTON AVENUE, 10WES",1,0,0
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"381 CARLTON AVENUE, PH-SO",1,0,1890000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"381 CARLTON AVENUE, PH-E",1,0,798755
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"75 GREENE AVENUE, 1A",1,0,835000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"75 GREENE AVENUE, 1C",1,0,1625000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"75 GREENE AVENUE, 1D",1,0,801210
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"75 GREENE AVENUE, 2A",1,0,1350000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"75 GREENE AVENUE, 3C",1,0,1680113
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"75 GREENE AVENUE, 5A",1,0,1510000
2020,3,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,R4,"75 GREENE AVENUE, 7A",1,0,1630000
2020,3,FORT GREENE,14 RENTALS - 4-10 UNIT,S3,388 MYRTLE AVENUE,4,3765,0
2020,3,FORT GREENE,14 RENTALS - 4-10 UNIT,S3,96 DEKALB AVENUE,4,3600,62000000
2020,3,FORT GREENE,14 RENTALS - 4-10 UNIT,S3,100 DEKALB AVENUE,4,4046,0
2020,3,FORT GREENE,14 RENTALS - 4-10 UNIT,S3,123 DEKALB AVENUE,4,7800,20000
2020,3,FORT GREENE,14 RENTALS - 4-10 UNIT,S3,63 LAFAYETTE AVENUE,4,3900,2820000
2020,3,FORT GREENE,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"394 VANDERBILT AVENUE, 2",1,0,2570000
2020,3,FORT GREENE,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"394 VANDERBILT AVENUE, PH",1,0,2175000
2020,3,FORT GREENE,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"162 SOUTH PORTLAND, 1",1,0,1759000
2020,3,FORT GREENE,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"162 WASHINGTON PARK, 2",1,0,1250000
2020,3,FORT GREENE,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"162 WASHINGTON PARK, 3",1,0,1340000
2020,3,FORT GREENE,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"162 WASHINGTON PARK, 5",1,0,1425000
2020,3,FORT GREENE,15 CONDOS - 2-10 UNIT RESIDENTIAL,R1,"174 CLERMONT AVENUE, 1B",1,0,1600000
